"","SR","WT","NDVI","DA","LandUse","Year"
"972",8.12933333333333,7249.34474259544,0.43064,9,"Pastoralist","2008"
"973",3.06666666666667,11630.6343163359,0.35446,665,"Pastoralist","2008"
"974",3.04366666666667,3745.38678273765,0.2864,480,"Pastoralist","2008"
"975",6.13993333333333,2141.3530311559,0.28426,0,"Pastoralist","2008"
"977",6.19573333333333,4802.93841411171,0.2847,0,"Ranching and wildlife","2008"
"980",8.92193333333333,2645.89249778591,0.27182,0,"Ranching and wildlife","2008"
"981",7.27813333333333,2069.53833619613,0.27462,0,"Ranching and wildlife","2008"
"982",5.8562,5072.91395091011,0.24502,0,"Ranching and wildlife","2008"
"983",5.42193333333333,365.01693512462,0.22102,10,"Ranching and wildlife","2008"
"987",5.26146666666667,10994.54107816,0.3163,65,"Pastoralist","2008"
"988",4.24233333333333,12902.0737921816,0.36152,332,"Pastoralist","2008"
"989",5.1694,8565.13783217734,0.49868,532,"Pastoralist","2008"
"990",8.4788,3783.8633828567,0.74986,0,"Pastoralist","2008"
"991",9.5678,472.360725882912,0.61674,18,"Pastoralist","2008"
"992",7.53306666666667,5276.97271319493,0.45422,199,"Pastoralist","2008"
"993",6.4124,10168.6784226372,0.36672,0,"Pastoralist","2008"
"994",5.988,2489.19798355444,0.29078,46,"Pastoralist","2008"
"995",2.8806,136.316052657387,0.26304,436,"Pastoralist","2008"
"996",5.0242,1142.53752099399,0.2502,174,"Pastoralist","2008"
"998",6.0024,1969.61667030564,0.2336,51,"Pastoralist","2008"
"999",5.05153333333333,3265.51576729861,0.23664,49,"Ranching and wildlife","2008"
"1000",6.31853333333333,2048.15834692868,0.245,0,"Pastoralist","2008"
"1002",7.44346666666667,518.938019875488,0.24876,0,"Ranching and wildlife","2008"
"1003",5.75226666666667,2432.36997769759,0.23648,0,"Ranching and wildlife","2008"
"1004",5.9884,1923.2180269893,0.24044,212,"Ranching and wildlife","2008"
"1005",8.483,3904.63539158338,0.24954,0,"Ranching and wildlife","2008"
"1007",3.3458,6434.37912687613,0.26632,729,"Pastoralist","2008"
"1008",5.5288,8823.51601646625,0.28138,223,"Pastoralist","2008"
"1009",2.20213333333333,10438.6825166826,0.31926,985,"Pastoralist","2008"
"1010",8.23453333333333,5547.35345899049,0.71952,48,"Pastoralist","2008"
"1011",8.5354,655.903941731157,0.73328,50,"Pastoralist","2008"
"1012",8.38586666666667,4235.66288318767,0.71352,64,"Pastoralist","2008"
"1013",8.15653333333333,9127.34386324379,0.48822,0,"Pastoralist","2008"
"1014",2.45346666666667,2364.54198518111,0.27946,589,"Pastoralist","2008"
"1015",7.17646666666667,470.645216657065,0.29214,0,"Pastoralist","2008"
"1016",6.12093333333333,1384.48728770713,0.26702,16,"Pastoralist","2008"
"1019",6.51366666666667,4551.94601605437,0.24596,0,"Ranching","2008"
"1021",6.4994,2281.91520606236,0.2395,0,"Ranching and wildlife","2008"
"1022",5.441,4694.42417242289,0.23638,92,"Ranching and wildlife","2008"
"1023",6.29646666666667,1200.52455168949,0.25362,0,"Ranching and wildlife","2008"
"1024",7.27993333333333,1558.61719385437,0.24658,128,"Ranching and wildlife","2008"
"1025",7.65926666666667,1423.41132253881,0.23658,0,"Ranching and wildlife","2008"
"1026",8.56813333333333,2065.99885329208,0.26906,0,"Ranching and wildlife","2008"
"1027",7.93326666666667,1760.6216609248,0.31284,32,"Wildlife only","2008"
"1029",2.78893333333333,11195.8689456431,0.27242,456,"Pastoralist","2008"
"1030",6.30566666666667,6588.73089121639,0.3646,91,"Pastoralist","2008"
"1031",8.6632,1697.30605915473,0.70446,69,"Pastoralist","2008"
"1032",6.9938,3194.23611292936,0.7111,436,"Pastoralist","2008"
"1033",8.6072,7774.0654997181,0.57064,22,"Pastoralist","2008"
"1037",4.58866666666667,528.939674337609,0.23598,98,"Pastoralist","2008"
"1039",6.0682,1016.27679553155,0.24288,3,"Ranching","2008"
"1041",6.07593333333333,4832.86385947684,0.24158,102,"Ranching and wildlife","2008"
"1043",6.65693333333333,865.652069114166,0.24486,41,"Ranching and wildlife","2008"
"1044",7.25793333333333,1886.7031614315,0.23788,0,"Ranching and wildlife","2008"
"1045",5.8162,772.008303729173,0.235,0,"Ranching and wildlife","2008"
"1046",9.7362,2291.15017713885,0.2602,0,"Ranching and wildlife","2008"
"1047",9.18986666666667,1753.96523624904,0.32746,0,"Wildlife only","2008"
"1048",7.37946666666667,6611.22340364989,0.27424,0,"Ranching and wildlife","2008"
"1049",5.60346666666667,11578.2958404998,0.277,304,"Ranching and wildlife","2008"
"1055",6.06453333333333,1705.86061674336,0.32768,173,"Ranching","2008"
"1059",5.967,3808.09158624962,0.24674,96,"Pastoralist","2008"
"1060",5.6806,132.062974568065,0.26046,193,"Ranching and wildlife","2008"
"1061",7.24013333333333,1623.8274883231,0.25934,0,"Ranching","2008"
"1063",6.61293333333333,1698.86224458391,0.25462,201,"Ranching and wildlife","2008"
"1066",7.3208,5982.78679606713,0.28218,26,"Ranching and wildlife","2008"
"1067",7.42126666666667,8695.56565518312,0.31588,0,"Ranching and wildlife","2008"
"1068",6.38666666666667,8589.47851515843,0.30168,56,"Ranching and wildlife","2008"
"1069",6.97813333333333,8287.75422096037,0.30982,83,"Ranching and wildlife","2008"
"1070",7.89813333333333,3476.75148130248,0.33922,7,"Ranching and wildlife","2008"
"1071",9.53806666666667,1251.87667067084,0.4007,0,"Ranching and wildlife","2008"
"1072",7.67466666666667,6232.34611233723,0.38762,0,"Ranching and wildlife","2008"
"1073",7.2006,2120.89387263244,0.43966,131,"Ranching","2008"
"1074",7.37086666666667,1737.09692663077,0.36572,0,"Ranching","2008"
"1078",2.54493333333333,375.311258941321,0.27112,856,"Pastoralist","2008"
"1080",8.17606666666667,2326.54718991317,0.29274,0,"Ranching and wildlife","2008"
"1081",8.20666666666667,247.680950244907,0.2856,11,"Ranching and wildlife","2008"
"1082",6.8842,2440.55737653963,0.26542,0,"Ranching and wildlife","2008"
"1083",6.50533333333333,1553.03658884077,0.29434,105,"Ranching","2008"
"1084",3.4606,1991.81164643677,0.25028,308,"Pastoralist","2008"
"1086",8.91006666666667,4203.12953075113,0.38484,0,"Ranching and wildlife","2008"
"1087",7.09433333333333,4003.81127785083,0.31416,90,"Ranching and wildlife","2008"
"1093",6.8306,3800.5550227986,0.40278,252,"Ranching and wildlife","2008"
"1094",9.04713333333333,206.342752554708,0.40778,0,"Ranching and wildlife","2008"
"1096",5.69086666666667,4027.67064265034,0.31246,294,"Pastoralist","2008"
"1097",6.08386666666667,6714.87541512124,0.30266,156,"Pastoralist","2008"
"1102",4.73093333333333,673.096492582818,0.27206,194,"Pastoralist","2008"
"1104",8.63133333333333,2908.27303829903,0.39074,0,"Ranching and wildlife","2008"
"1105",6.97213333333333,2567.79184612245,0.32642,52,"Ranching and wildlife","2008"
"1107",6.66746666666667,2397.91222371203,0.33418,79,"Ranching and wildlife","2008"
"1108",7.63573333333333,3879.71761817952,0.39248,45,"Ranching and wildlife","2008"
"1109",8.96173333333333,277.016624037504,0.38946,37,"Ranching and wildlife","2008"
"1110",8.43673333333333,1312.92064487033,0.3568,9,"Ranching and wildlife","2008"
"1111",7.0182,5935.04004142587,0.36354,56,"Ranching and wildlife","2008"
"1116",5.73273333333333,4693.04691444407,0.25566,18,"Pastoralist","2008"
"1120",9.10493333333333,8366.27391956732,0.39582,80,"Ranching and wildlife","2008"
"1121",6.6724,10461.8562452308,0.36818,0,"Ranching and wildlife","2008"
"1122",8.2774,5788.19322271713,0.3627,0,"Ranching and wildlife","2008"
"1123",9.08073333333333,794.523018397555,0.38788,43,"Ranching and wildlife","2008"
"1126",7.4062,2100.15900887389,0.28824,0,"Ranching","2008"
"1131",7.4996,5991.45311524601,0.43892,294,"Ranching and wildlife","2008"
"1132",9.94326666666667,1490.87315310863,0.44874,2,"Ranching and wildlife","2008"
"1133",10.7466,3199.45732853967,0.44412,184,"Ranching and wildlife","2008"
"1139",10.3505333333333,2353.63054469376,0.48346,0,"Ranching and wildlife","2008"
"1148",10.8364,3412.54169134797,0.45506,0,"Wildlife only","2008"
"1149",9.84073333333333,844.183255162499,0.4659,45,"Wildlife only","2008"
"1151",11.1061333333333,2369.81123194899,0.50098,7,"Wildlife only","2008"
"1153",5.29826666666667,1910.31420553157,0.43395,252,"Pastoralist","2010"
"1154",5.78173333333333,5643.95024340595,0.44165,151,"Pastoralist","2010"
"1155",7.8294,6396.6941220903,0.56145,0,"Pastoralist","2010"
"1156",7.98986666666667,2246.32444798916,0.471025,0,"Pastoralist","2010"
"1157",8.943,4065.81983550371,0.43955,0,"Ranching and wildlife","2010"
"1160",5.56526666666667,2961.86714043769,0.40375,430,"Pastoralist","2010"
"1161",6.4904,4932.11991089598,0.391575,14,"Pastoralist","2010"
"1162",5.57586666666667,4643.02230795503,0.389775,123,"Pastoralist","2010"
"1163",7.0704,8648.30609747132,0.5294625,25,"Pastoralist","2010"
"1164",7.4114,6757.81982227565,0.489425,0,"Pastoralist","2010"
"1165",7.5108,3027.32275307541,0.4237875,0,"Pastoralist","2010"
"1166",9.20886666666667,4629.54736345835,0.41245,0,"Ranching and wildlife","2010"
"1167",8.65706666666667,917.085947327378,0.3994,1,"Wildlife only","2010"
"1169",7.99953333333333,6573.6170531956,0.367675,0,"Pastoralist","2010"
"1170",5.52353333333333,9343.68887355516,0.3741,0,"Pastoralist","2010"
"1171",6.27046666666667,4781.6455761532,0.394075,0,"Pastoralist","2010"
"1172",6.75166666666667,2739.70323203253,0.38955,0,"Pastoralist","2010"
"1175",5.763,8861.73465144797,0.443675,117,"Pastoralist","2010"
"1177",8.30206666666667,4031.85433795826,0.377375,1,"Ranching and wildlife","2010"
"1178",6.25293333333333,66.9505735740588,0.3587375,3,"Wildlife only","2010"
"1183",3.20033333333333,6429.66300281072,0.3913875,465,"Pastoralist","2010"
"1184",7.03833333333333,3005.22758989121,0.466725,114,"Pastoralist","2010"
"1185",7.5384,4080.69336721052,0.5823,132,"Wildlife only","2010"
"1186",8.35613333333333,2307.26362292303,0.59055,0,"Wildlife only","2010"
"1187",8.01793333333333,3822.3239692406,0.522975,0,"Wildlife only","2010"
"1188",2.83126666666667,7777.75458748739,0.417775,619,"Pastoralist","2010"
"1189",6.03693333333333,3566.13023960522,0.372275,66,"Pastoralist","2010"
"1190",6.70653333333333,2374.63496518487,0.39495,55,"Pastoralist","2010"
"1191",6.729,1121.97108218852,0.333425,0,"Pastoralist","2010"
"1192",7.01406666666667,5178.87405238096,0.33285,0,"Pastoralist","2010"
"1194",6.1244,879.509800487513,0.3564,0,"Ranching and wildlife","2010"
"1195",6.37733333333333,5280.77220610698,0.356125,61,"Ranching and wildlife","2010"
"1196",5.9076,2499.52813527406,0.396275,193,"Ranching and wildlife","2010"
"1198",8.21753333333333,658.969441950384,0.6879,37,"Wildlife only","2010"
"1199",8.60573333333333,219.043845222025,0.653425,0,"Wildlife only","2010"
"1200",8.5942,1234.47931975078,0.58305,0,"Wildlife only","2010"
"1202",6.01633333333333,6412.39345860097,0.381675,31,"Pastoralist","2010"
"1203",4.97073333333333,1425.20378122346,0.3485,163,"Pastoralist","2010"
"1204",4.10486666666667,2289.20909965291,0.331825,260,"Pastoralist","2010"
"1205",5.45073333333333,3794.13272547388,0.270075,0,"Pastoralist","2010"
"1207",5.36733333333333,1794.23571170747,0.30925,56,"Ranching and wildlife","2010"
"1208",6.1466,4947.24685601764,0.324925,0,"Ranching and wildlife","2010"
"1209",5.7656,5015.01167034914,0.3257,68,"Ranching and wildlife","2010"
"1210",7.1084,2238.56753248383,0.3511,0,"Ranching and wildlife","2010"
"1211",8.483,1845.25790545094,0.61865,0,"Wildlife only","2010"
"1212",8.93613333333333,2234.23971806519,0.6175,0,"Wildlife only","2010"
"1213",9.0884,1870.7596997517,0.547475,0,"Wildlife only","2010"
"1215",4.415,5027.41818335911,0.3291,166,"Pastoralist","2010"
"1216",6.14206666666667,770.07568096353,0.35625,46,"Pastoralist","2010"
"1217",4.36873333333333,4141.53139490999,0.330225,169,"Pastoralist","2010"
"1219",7.76526666666667,6150.88021276422,0.3272,0,"Ranching and wildlife","2010"
"1220",6.33466666666667,5739.98158631179,0.33895,0,"Ranching and wildlife","2010"
"1221",6.5136,8687.20367964585,0.342625,0,"Ranching and wildlife","2010"
"1222",5.2242,5380.0090248381,0.3519,86,"Ranching and wildlife","2010"
"1223",5.56866666666667,1087.40033691033,0.29745,59,"Ranching and wildlife","2010"
"1224",8.5856,2062.54442088032,0.592,6,"Wildlife only","2010"
"1225",8.51686666666667,1728.4843285423,0.61975,0,"Wildlife only","2010"
"1227",5.58233333333333,1228.05646157119,0.3933,273,"Pastoralist","2010"
"1228",5.08746666666667,585.710457585595,0.362425,179,"Pastoralist","2010"
"1229",4.29686666666667,571.421914313613,0.3026,318,"Pastoralist","2010"
"1231",6.05886666666667,9499.14696681175,0.40385,0,"Ranching and wildlife","2010"
"1232",4.49933333333333,9352.8723484014,0.37975,126,"Ranching and wildlife","2010"
"1233",5.13366666666667,6896.54508150012,0.354,74,"Ranching and wildlife","2010"
"1234",6.16866666666667,4964.89902544473,0.347625,0,"Ranching and wildlife","2010"
"1235",6.28786666666667,2295.16902827901,0.3085,0,"Ranching and wildlife","2010"
"1236",5.67333333333333,337.624943368077,0.290325,0,"Ranching and wildlife","2010"
"1237",5.21953333333333,2845.78487103136,0.251525,95,"Pastoralist","2010"
"1238",5.41553333333333,2664.09097217826,0.259225,62,"Pastoralist","2010"
"1239",4.0098,946.436815158599,0.2621,177,"Pastoralist","2010"
"1240",5.18233333333333,2358.11869472777,0.292825,68,"Pastoralist","2010"
"1241",6.92393333333333,7209.40952650871,0.4582,30,"Pastoralist","2010"
"1242",5.88853333333333,4089.4232044331,0.4021,60,"Pastoralist","2010"
"1243",6.18426666666667,3109.42538553066,0.38625,96,"Pastoralist","2010"
"1245",6.49826666666667,7582.2896107362,0.430875,0,"Ranching and wildlife","2010"
"1246",8.67313333333333,5469.57775611978,0.432575,0,"Ranching and wildlife","2010"
"1247",6.55853333333333,2749.81285758758,0.38645,0,"Ranching and wildlife","2010"
"1248",8.54433333333333,98.1214863564046,0.4815,109,"Ranching and wildlife","2010"
"1249",6.81466666666667,2.47137960138878,0.379225,30,"Ranching and wildlife","2010"
"1250",6.674,3306.89296061304,0.27955,2,"Ranching and wildlife","2010"
"1252",5.16573333333333,1931.96545517749,0.2598,104,"Pastoralist","2010"
"1253",3.64173333333333,1580.8258085899,0.28835,263,"Pastoralist","2010"
"1254",4.1352,6355.63936889956,0.2734,94,"Pastoralist","2010"
"1255",5.29126666666667,9317.18588809467,0.342375,29,"Pastoralist","2010"
"1256",5.7992,11716.9263097605,0.4717,70,"Pastoralist","2010"
"1257",7.30733333333333,6770.72912468385,0.55715,72,"Pastoralist","2010"
"1258",8.3464,2078.96471252584,0.5947,20,"Pastoralist","2010"
"1259",8.3304,2466.08545217606,0.6322,22,"Pastoralist","2010"
"1260",6.51953333333333,7249.34474259544,0.40725,0,"Pastoralist","2010"
"1261",4.44073333333333,11630.6343163359,0.261825,0,"Pastoralist","2010"
"1262",4.17486666666667,3745.38678273765,0.457775,413,"Pastoralist","2010"
"1263",3.92766666666667,2141.3530311559,0.4891,709,"Pastoralist","2010"
"1265",6.947,4802.93841411171,0.439825,0,"Ranching and wildlife","2010"
"1268",7.47906666666667,2645.89249778591,0.44325,138,"Ranching and wildlife","2010"
"1269",7.6428,2069.53833619613,0.406175,0,"Ranching and wildlife","2010"
"1270",7.659,5072.91395091011,0.32235,0,"Ranching and wildlife","2010"
"1271",6.15546666666667,365.01693512462,0.28005,59,"Ranching and wildlife","2010"
"1275",4.31786666666667,10994.54107816,0.3146,98,"Pastoralist","2010"
"1276",4.70766666666667,12902.0737921816,0.358375,70,"Pastoralist","2010"
"1277",5.58853333333333,8565.13783217734,0.502475,241,"Pastoralist","2010"
"1278",7.84813333333333,3783.8633828567,0.7542,8,"Pastoralist","2010"
"1279",8.44773333333333,472.360725882912,0.635075,0,"Pastoralist","2010"
"1280",7.39653333333333,5276.97271319493,0.467,0,"Pastoralist","2010"
"1281",4.6646,10168.6784226372,0.271275,0,"Pastoralist","2010"
"1282",7.16446666666667,2489.19798355444,0.50245,62,"Pastoralist","2010"
"1283",5.75726666666667,136.316052657387,0.513175,518,"Pastoralist","2010"
"1284",7.48366666666667,1142.53752099399,0.431675,0,"Pastoralist","2010"
"1286",6.71386666666667,1969.61667030564,0.393125,93,"Pastoralist","2010"
"1287",8.24386666666667,3265.51576729861,0.406725,0,"Ranching and wildlife","2010"
"1288",3.11133333333333,2048.15834692868,0.4089,541,"Pastoralist","2010"
"1290",7.4828,518.938019875488,0.3666,0,"Ranching and wildlife","2010"
"1291",6.16433333333333,2432.36997769759,0.3049,0,"Ranching and wildlife","2010"
"1292",5.525,1923.2180269893,0.2954,0,"Ranching and wildlife","2010"
"1293",5.51726666666667,3904.63539158338,0.26685,25,"Ranching and wildlife","2010"
"1295",5.10566666666667,6434.37912687613,0.26635,30,"Pastoralist","2010"
"1296",4.10553333333333,8823.51601646625,0.282625,103,"Pastoralist","2010"
"1297",4.1422,10438.6825166826,0.3274,141,"Pastoralist","2010"
"1298",7.84106666666667,5547.35345899049,0.727225,13,"Pastoralist","2010"
"1299",7.97706666666667,655.903941731157,0.769575,0,"Pastoralist","2010"
"1300",7.63053333333333,4235.66288318767,0.733475,84,"Pastoralist","2010"
"1301",6.61366666666667,9127.34386324379,0.5115,144,"Pastoralist","2010"
"1302",5.70486666666667,2364.54198518111,0.50265,258,"Pastoralist","2010"
"1303",5.9674,470.645216657065,0.486875,257,"Pastoralist","2010"
"1304",5.29593333333333,1384.48728770713,0.465625,352,"Pastoralist","2010"
"1307",7.91673333333333,4551.94601605437,0.4477,0,"Ranching","2010"
"1309",6.9718,2281.91520606236,0.4498,0,"Ranching and wildlife","2010"
"1310",7.30013333333333,4694.42417242289,0.364075,0,"Ranching and wildlife","2010"
"1311",7.04346666666667,1200.52455168949,0.320925,0,"Ranching and wildlife","2010"
"1312",7.80186666666667,1558.61719385437,0.313975,0,"Ranching and wildlife","2010"
"1313",6.88613333333333,1423.41132253881,0.271825,138,"Ranching and wildlife","2010"
"1314",7.52353333333333,2065.99885329208,0.2987,0,"Ranching and wildlife","2010"
"1315",6.11066666666667,1760.6216609248,0.335825,123,"Wildlife only","2010"
"1317",3.1338,11195.8689456431,0.22795,186,"Pastoralist","2010"
"1318",3.8152,6588.73089121639,0.336325,270,"Pastoralist","2010"
"1319",8.16166666666667,1697.30605915473,0.708075,21,"Pastoralist","2010"
"1320",7.25513333333333,3194.23611292936,0.69625,227,"Pastoralist","2010"
"1321",7.64433333333333,7774.0654997181,0.575975,8,"Pastoralist","2010"
"1325",5.92726666666667,528.939674337609,0.4527,198,"Pastoralist","2010"
"1327",7.75006666666667,1016.27679553155,0.47405,0,"Ranching","2010"
"1329",5.44913333333333,4832.86385947684,0.42065,138,"Ranching and wildlife","2010"
"1331",7.70533333333333,865.652069114166,0.39075,0,"Ranching and wildlife","2010"
"1332",8.24226666666667,1886.7031614315,0.3738,0,"Ranching and wildlife","2010"
"1333",7.20193333333333,772.008303729173,0.339675,0,"Ranching and wildlife","2010"
"1334",5.33066666666667,2291.15017713885,0.273675,0,"Ranching and wildlife","2010"
"1335",7.02773333333333,1753.96523624904,0.348775,0,"Wildlife only","2010"
"1336",6.0554,6611.22340364989,0.302675,0,"Ranching and wildlife","2010"
"1337",4.3162,11578.2958404998,0.2648,8,"Ranching and wildlife","2010"
"1343",6.28286666666667,1705.86061674336,0.60425,425,"Ranching","2010"
"1347",5.62826666666667,3808.09158624962,0.42615,155,"Pastoralist","2010"
"1348",5.88086666666667,132.062974568065,0.40915,122,"Ranching and wildlife","2010"
"1349",8.26506666666667,1623.8274883231,0.409325,0,"Ranching","2010"
"1351",8.10066666666667,1698.86224458391,0.424975,0,"Ranching and wildlife","2010"
"1354",6.54993333333333,5982.78679606713,0.314375,0,"Ranching and wildlife","2010"
"1355",7.27953333333333,8695.56565518312,0.352975,0,"Ranching and wildlife","2010"
"1356",6.2612,8589.47851515843,0.308775,0,"Ranching and wildlife","2010"
"1357",5.2344,8287.75422096037,0.321875,39,"Ranching and wildlife","2010"
"1358",6.6188,3476.75148130248,0.414975,166,"Ranching and wildlife","2010"
"1359",7.7826,1251.87667067084,0.47685,121,"Ranching and wildlife","2010"
"1360",7.68693333333333,6232.34611233723,0.486975,0,"Ranching and wildlife","2010"
"1361",5.91113333333333,2120.89387263244,0.592225,353,"Ranching","2010"
"1362",6.6426,1737.09692663077,0.611925,234,"Ranching","2010"
"1366",7.5338,375.311258941321,0.417975,14,"Pastoralist","2010"
"1368",8.2054,2326.54718991317,0.42465,0,"Ranching and wildlife","2010"
"1369",7.34073333333333,247.680950244907,0.418925,0,"Ranching and wildlife","2010"
"1370",7.58026666666667,2440.55737653963,0.397,0,"Ranching and wildlife","2010"
"1371",6.4996,1553.03658884077,0.375075,103,"Ranching","2010"
"1372",4.2732,1991.81164643677,0.287925,143,"Pastoralist","2010"
"1374",7.782,4203.12953075113,0.48855,0,"Ranching and wildlife","2010"
"1375",7.9244,4003.81127785083,0.3961,81,"Ranching and wildlife","2010"
"1381",7.75893333333333,3800.5550227986,0.650275,0,"Ranching and wildlife","2010"
"1382",8.7314,206.342752554708,0.609575,217,"Ranching and wildlife","2010"
"1384",6.59566666666667,4027.67064265034,0.433525,99,"Pastoralist","2010"
"1385",6.22686666666667,6714.87541512124,0.411925,16,"Pastoralist","2010"
"1390",6.14593333333333,673.096492582818,0.35825,50,"Pastoralist","2010"
"1392",8.2114,2908.27303829903,0.420325,9,"Ranching and wildlife","2010"
"1393",6.88493333333333,2567.79184612245,0.40525,0,"Ranching and wildlife","2010"
"1395",6.67326666666667,2397.91222371203,0.362525,129,"Ranching and wildlife","2010"
"1396",8.48,3879.71761817952,0.62195,14,"Ranching and wildlife","2010"
"1397",7.84726666666667,277.016624037504,0.6249,56,"Ranching and wildlife","2010"
"1398",9.58493333333333,1312.92064487033,0.5933,0,"Ranching and wildlife","2010"
"1399",8.90973333333333,5935.04004142587,0.58155,0,"Ranching and wildlife","2010"
"1404",6.9932,4693.04691444407,0.376375,0,"Pastoralist","2010"
"1408",9.83006666666667,8366.27391956732,0.6113,0,"Ranching and wildlife","2010"
"1409",8.29773333333333,10461.8562452308,0.61665,105,"Ranching and wildlife","2010"
"1410",8.1678,5788.19322271713,0.5933,382,"Ranching and wildlife","2010"
"1411",8.34126666666667,794.523018397555,0.560825,16,"Ranching and wildlife","2010"
"1414",7.80853333333333,2100.15900887389,0.42085,0,"Ranching","2010"
"1419",7.88286666666667,5991.45311524601,0.63515,0,"Ranching and wildlife","2010"
"1420",8.93706666666667,1490.87315310863,0.63565,0,"Ranching and wildlife","2010"
"1421",8.99773333333333,3199.45732853967,0.5731,100,"Ranching and wildlife","2010"
"1427",8.5264,2353.63054469376,0.625725,170,"Ranching and wildlife","2010"
"1436",10.6542,3412.54169134797,0.654025,7,"Wildlife only","2010"
"1437",9.39473333333333,844.183255162499,0.65325,29,"Wildlife only","2010"
"1439",7.71833333333333,2369.81123194899,0.619675,34,"Wildlife only","2010"
"1441",6.42666666666667,1910.31420553157,0.33452,44,"Pastoralist","2012"
"1442",5.98753333333333,5643.95024340595,0.36066,41,"Pastoralist","2012"
"1443",8.15,6396.6941220903,0.58574,26,"Pastoralist","2012"
"1444",8.82513333333333,2246.32444798916,0.56174,0,"Pastoralist","2012"
"1445",8.44973333333333,4065.81983550371,0.48026,0,"Ranching and wildlife","2012"
"1448",5.45506666666667,2961.86714043769,0.32086,157,"Pastoralist","2012"
"1449",7.8618,4932.11991089598,0.38056,19,"Pastoralist","2012"
"1450",6.37453333333333,4643.02230795503,0.36732,44,"Pastoralist","2012"
"1451",7.40206666666667,8648.30609747132,0.59642,94,"Pastoralist","2012"
"1452",7.97106666666667,6757.81982227565,0.57324,44,"Pastoralist","2012"
"1453",8.09793333333333,3027.32275307541,0.48479,86,"Pastoralist","2012"
"1454",7.4312,4629.54736345835,0.44058,121,"Ranching and wildlife","2012"
"1455",9.2896,917.085947327378,0.40936,0,"Wildlife only","2012"
"1457",5.011,6573.6170531956,0.37624,145,"Pastoralist","2012"
"1458",6.08653333333333,9343.68887355516,0.42904,0,"Pastoralist","2012"
"1459",7.68553333333333,4781.6455761532,0.42574,0,"Pastoralist","2012"
"1460",7.22913333333333,2739.70323203253,0.38222,0,"Pastoralist","2012"
"1463",6.82506666666667,8861.73465144797,0.5174,132,"Pastoralist","2012"
"1465",6.7546,4031.85433795826,0.43095,76,"Ranching and wildlife","2012"
"1466",7.966,66.9505735740588,0.39413,0,"Wildlife only","2012"
"1471",4.72333333333333,6429.66300281072,0.39094,240,"Pastoralist","2012"
"1472",7.82793333333333,3005.22758989121,0.46473,39,"Pastoralist","2012"
"1473",9.33006666666667,4080.69336721052,0.56476,0,"Wildlife only","2012"
"1474",8.797,2307.26362292303,0.56822,0,"Wildlife only","2012"
"1475",9.08333333333333,3822.3239692406,0.55316,0,"Wildlife only","2012"
"1476",5.84293333333333,7777.75458748739,0.44212,176,"Pastoralist","2012"
"1477",3.77886666666667,3566.13023960522,0.38868,434,"Pastoralist","2012"
"1478",3.9748,2374.63496518487,0.40514,461,"Pastoralist","2012"
"1479",4.52773333333333,1121.97108218852,0.39714,321,"Pastoralist","2012"
"1480",7.2384,5178.87405238096,0.3491,0,"Pastoralist","2012"
"1482",6.62813333333333,879.509800487513,0.3584,0,"Ranching and wildlife","2012"
"1483",6.98393333333333,5280.77220610698,0.38322,0,"Ranching and wildlife","2012"
"1484",8.46973333333333,2499.52813527406,0.39988,122,"Ranching and wildlife","2012"
"1486",8.79593333333333,658.969441950384,0.5476,19,"Wildlife only","2012"
"1487",8.91713333333333,219.043845222025,0.57552,0,"Wildlife only","2012"
"1488",8.8696,1234.47931975078,0.5647,0,"Wildlife only","2012"
"1490",6.49646666666667,6412.39345860097,0.43298,89,"Pastoralist","2012"
"1491",5.2486,1425.20378122346,0.36622,165,"Pastoralist","2012"
"1492",6.8076,2289.20909965291,0.35796,36,"Pastoralist","2012"
"1493",4.8302,3794.13272547388,0.35562,344,"Pastoralist","2012"
"1495",7.29506666666667,1794.23571170747,0.35012,18,"Ranching and wildlife","2012"
"1496",7.116,4947.24685601764,0.37726,0,"Ranching and wildlife","2012"
"1497",7.35206666666667,5015.01167034914,0.36448,0,"Ranching and wildlife","2012"
"1498",7.8386,2238.56753248383,0.37048,0,"Ranching and wildlife","2012"
"1499",8.83806666666667,1845.25790545094,0.54944,0,"Wildlife only","2012"
"1500",8.8498,2234.23971806519,0.59732,0,"Wildlife only","2012"
"1501",7.8452,1870.7596997517,0.56226,171,"Wildlife only","2012"
"1503",5.8844,5027.41818335911,0.38564,84,"Pastoralist","2012"
"1504",4.87793333333333,770.07568096353,0.37672,236,"Pastoralist","2012"
"1505",5.49733333333333,4141.53139490999,0.40014,152,"Pastoralist","2012"
"1507",3.62333333333333,6150.88021276422,0.36224,289,"Ranching and wildlife","2012"
"1508",7.2304,5739.98158631179,0.36668,0,"Ranching and wildlife","2012"
"1509",8.3828,8687.20367964585,0.3789,0,"Ranching and wildlife","2012"
"1510",6.49913333333333,5380.0090248381,0.37794,0,"Ranching and wildlife","2012"
"1511",6.82966666666667,1087.40033691033,0.34294,0,"Ranching and wildlife","2012"
"1512",8.8822,2062.54442088032,0.56598,0,"Wildlife only","2012"
"1513",8.752,1728.4843285423,0.60028,24,"Wildlife only","2012"
"1515",1.79846666666667,1228.05646157119,0.38108,871,"Pastoralist","2012"
"1516",4.3304,585.710457585595,0.385,316,"Pastoralist","2012"
"1517",3.7084,571.421914313613,0.33138,290,"Pastoralist","2012"
